identifiant_de_l_etablissement;nom_etablissement;type_etablissement;statut_public_prive;adresse_1;adresse_2;adresse_3;code_postal;code_commune;nom_commune;code_departement;code_academie;code_region;ecole_maternelle;ecole_elementaire;voie_generale;voie_technologique;voie_professionnelle;telephone;fax;web;mail;restauration;hebergement;ulis;apprentissage;segpa;section_arts;section_cinema;section_theatre;section_sport;section_internationale;section_europeenne;lycee_agricole;lycee_militaire;lycee_des_metiers;post_bac;appartenance_education_prioritaire;greta;siren_siret;fiche_onisep;position;type_contrat_prive;libelle_departement;libelle_academie;libelle_region;coordx_origine;coordy_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;code_type_contrat_prive;pial;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0594493N;Ecole primaire privée René Bonpain;Ecole;Privé;2 rue George Sand;;59760 GRANDE SYNTHE;59760;59271;Grande-Synthe;059;09;32;1;1;;;;0977385193;;;ce.0594493n@ac-lille.fr;0;0;0;;;;;;;;;;;;;;;78360271700010;;51.017611485752994, 2.308490262934476;CONTRAT D'ASSOCIATION TOUTES CLASSES;Nord;Lille;Hauts-de-France;651368.9;7102641.1;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Gravelines;51.017611485752994;2.308490262934476;Numéro de rue;1973-05-03;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0592955S;;;0592775W;;;09105;DUNKERQUE FLANDRE
0594507D;Ecole maternelle du centre;Ecole;Public;291 rue des Déportés;;59154 CRESPIN;59154;59160;Crespin;059;09;32;1;0;;;;0327458117;;;ce.0594507D@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590160400037;;50.41744732481975, 3.660550175893653;SANS OBJET;Nord;Lille;Hauts-de-France;747013.4;7035740.0;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes Bruay;50.41744732481975;3.660550175893653;Numéro de rue;1973-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590031N;;;0596786F;;;09107;VALENCIENNOIS
0594514L;Ecole maternelle Joliot-Curie;Ecole;Public;38 route de Bierne;;59180 CAPPELLE LA GRANDE;59180;59131;Cappelle-la-Grande;059;09;32;1;0;;;;0328644193;;;ce.0594514L@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590131500113;;50.999330350644456, 2.382290255420978;SANS OBJET;Nord;Lille;Hauts-de-France;656542.9;7100559.9;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque-Bergues;50.999330350644456;2.382290255420978;Numéro de rue;1973-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0595595L;;;0595539A;;;09105;DUNKERQUE FLANDRE
0594572Z;Ecole primaire Simone Veil;Ecole;Public;16 rue Lindbergh;;59139 WATTIGNIES;59139;59648;Wattignies;059;09;32;1;1;;;;0320960290;;;ce.0594572Z@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590648800097;;50.591676912690126, 3.043029491055167;SANS OBJET;Nord;Lille;Hauts-de-France;703052.0;7054954.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Wattignies;50.591676912690126;3.043029491055167;Numéro de rue;1974-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593662K;;;0592779A;;;09103;LILLE EST
0594575C;Ecole élémentaire Léon Jouhaux;Ecole;Public;15 avenue Léon Jouhaux;;59800 LILLE;59800;59350;Lille;059;09;32;0;1;;;;0320540603;;;ce.0594575C@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590350101163;;50.63594309471772, 3.0424493487885855;SANS OBJET;Nord;Lille;Hauts-de-France;703008.2;7059887.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lille 1 Nord;50.63594309471772;3.0424493487885855;Numéro de rue;1974-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593226L;;;0592799X;;;09101;LILLE CENTRE
0594582K;Ecole élémentaire Gambetta;Ecole;Public;1 rue Gambetta;;59280 ARMENTIERES;59280;59017;Armentières;059;09;32;0;1;;;;0361760718;;;ce.0594582K@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590017600078;;50.683231661911165, 2.8799995054825263;SANS OBJET;Nord;Lille;Hauts-de-France;691504.1;7065162.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Armentières;50.683231661911165;2.8799995054825263;Numéro de rue;1974-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594397J;;;0592784F;;;09102;LILLE OUEST
0594586P;Ecole primaire Rue des Prés;Ecole;Public;24 rue des Prés;;59440 AVESNES SUR HELPE;59440;59036;Avesnes-sur-Helpe;059;09;32;1;1;;;;0327565717;;;ce.0594586P@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590036600083;;50.124878601361594, 3.928980485962817;SANS OBJET;Nord;Lille;Hauts-de-France;766501.0;7003350.4;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Fourmies;50.124878601361594;3.928980485962817;Numéro de rue;1974-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0595176F;;;0594516N;;;09108;SAMBRE AVESNOIS
0594604J;Ecole primaire Jean-Loup Chrétien;Ecole;Public;94 rue des Ecoles;;59840 PREMESQUES;59840;59470;Prémesques;059;09;32;1;1;;;;0320089711;;;ce.0594604J@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590470700027;;50.65641561119873, 2.9523100596335903;SANS OBJET;Nord;Lille;Hauts-de-France;696621.8;7062168.8;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Lomme;50.65641561119873;2.9523100596335903;Numéro de rue;1974-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594638W;;;0592786H;;;09102;LILLE OUEST
0594678P;Ecole primaire Maxence Van Der Meersch;Ecole;Public;Avenue du Coquinage;;59910 BONDUES;59910;59090;Bondues;059;09;32;1;1;;;;0320231697;;;ce.0594678P@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590090300034;;50.7036392105395, 3.0902104320423684;SANS OBJET;Nord;Lille;Hauts-de-France;706384.2;7067433.9;EPSG:2154;Circonscription d'inspection du 1er degré de Roubaix-Wasquehal;50.7036392105395;3.0902104320423684;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593239A;;;0595817C;;;09104;ROUBAIX TOURCOING
0594682U;Ecole élémentaire Jeanne Georg;Ecole;Public;174 avenue d'Alsace Lorraine;;59500 DOUAI;59500;59178;Douai;059;09;32;0;1;;;;0327884676;;;ce.0594682U@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590178600297;;50.382097401707156, 3.076659788271107;SANS OBJET;Nord;Lille;Hauts-de-France;705460.0;7031608.3;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Centre;50.382097401707156;3.076659788271107;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590068D;;;0592768N;;;09106;DOUAISIS
0594690C;Ecole élémentaire Anatole France-Les Huttes;Ecole;Public;111 bis avenue Léon Jouhaux;;59820 GRAVELINES;59820;59273;Gravelines;059;09;32;0;1;;;;0328233952;;;ce.0594690C@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590273500095;;50.99513492927315, 2.1424406855156946;SANS OBJET;Nord;Lille;Hauts-de-France;639664.5;7100249.8;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Gravelines;50.99513492927315;2.1424406855156946;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590090C;;;0592775W;;;09105;DUNKERQUE FLANDRE
0594693F;Ecole maternelle Crepin-Saint Aubert;Ecole;Public;Rue Gambetta;;59111 HORDAIN;59111;59313;Hordain;059;09;32;1;0;;;;0327357322;;;ce.0594693F@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590313900032;;50.26367796405667, 3.314640686818499;SANS OBJET;Nord;Lille;Hauts-de-France;722462.4;7018460.8;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Escaudain;50.26367796405667;3.314640686818499;Rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593484S;;;0594520T;;;09107;VALENCIENNOIS
0594703S;Ecole élémentaire Derain - Bettignies;Ecole;Public;19 rue de l'Ermitage;;59700 MARCQ EN BAROEUL;59700;59378;Marcq-en-Baroeul;059;09;32;0;1;;;;0320552975;;;ce.0594703S@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590378200161;;50.66030514363041, 3.078939738571943;SANS OBJET;Nord;Lille;Hauts-de-France;705591.4;7062604.0;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Marcq en Baroeul;50.66030514363041;3.078939738571943;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594287P;;;0592781C;;;09101;LILLE CENTRE
0594704T;Ecole maternelle Henri Matisse;Ecole;Public;Allée des Charmes;;59700 MARCQ EN BAROEUL;59700;59378;Marcq-en-Baroeul;059;09;32;1;0;;;;0320727049;;;ce.0594704T@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590378200104;;50.68215717696714, 3.0955601928605985;SANS OBJET;Nord;Lille;Hauts-de-France;706765.7;7065040.4;EPSG:2154;Circonscription d'inspection du 1er degré de Lille1-Marcq en Baroeul;50.68215717696714;3.0955601928605985;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0594287P;;;0592781C;;;09101;LILLE CENTRE
0594709Y;Ecole élémentaire Thomas Pesquet;Ecole;Public;Rue Léon Bathiat;;59600 MAUBEUGE;59600;59392;Maubeuge;059;09;32;0;1;;;;0327648867;;;ce.0594709Y@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590392300104;;50.28694706786215, 3.9873697036509115;SANS OBJET;Nord;Lille;Hauts-de-France;770454.9;7021448.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Maubeuge;50.28694706786215;3.9873697036509115;Rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590150T;;;0592788K;;;09108;SAMBRE AVESNOIS
0594712B;Ecole élémentaire Hameau de Cuvinot;Ecole;Public;167 rue Roger Salengro;HAMEAU DE CUVINOT;59264 ONNAING;59264;59447;Onnaing;059;09;32;0;1;;;;0327361478;;;ce.0594712B@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590447500088;;50.403022266689895, 3.6026104899611044;SANS OBJET;Nord;Lille;Hauts-de-France;742902.0;7034100.2;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes Bruay;50.403022266689895;3.6026104899611044;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590031N;;;0596786F;;;09107;VALENCIENNOIS
0594713C;Ecole maternelle Hameau de Cuvinot;Ecole;Public;1  RUE CHASSE DE VALENCIENNES;HAMEAU DE CUVINOT;59264 ONNAING;59264;59447;Onnaing;059;09;32;1;0;;;;0327361611;;;ce.0594713C@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590447500104;;50.40145364162524, 3.6021099804438736;SANS OBJET;Nord;Lille;Hauts-de-France;742867.7;7033925.2;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes Bruay;50.40145364162524;3.6021099804438736;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590031N;;;0596786F;;;09107;VALENCIENNOIS
0594717G;Ecole primaire RPI 21;Ecole;Public;11 rue de la Mairie;;59550 PRISCHES;59550;59474;Prisches;059;09;32;1;1;;;;0327775903;;;ce.0594717G@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590474900029;;50.07908514516298, 3.770539956374776;SANS OBJET;Nord;Lille;Hauts-de-France;755209.2;6998129.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes Aulnoye;50.07908514516298;3.770539956374776;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;059021;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0595178H;;;0596785E;;;09108;SAMBRE AVESNOIS
0594844V;Ecole maternelle Jacques Duclos;Ecole;Public;Rue des Euwis;;59113 SECLIN;59113;59560;Seclin;059;09;32;1;0;;;;0320901051;;;ce.0594844V@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590560500063;;50.5432440175962, 3.0194995686380897;SANS OBJET;Nord;Lille;Hauts-de-France;701384.4;7049557.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Séclin;50.5432440175962;3.0194995686380897;Rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0593662K;;;0592802A;;;09103;LILLE EST
0594846X;Ecole élémentaire Jean Jaurès;Ecole;Public;274 rue Jean Jaurès;;59410 ANZIN;59410;59014;Anzin;059;09;32;0;1;;;;0327411821;;;ce.0594846X@ac-lille.fr;1;0;1;;;;;;;;;;;;;REP;;21590014300110;;50.37808225820632, 3.5175101098343653;SANS OBJET;Nord;Lille;Hauts-de-France;736861.7;7031279.2;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes Anzin;50.37808225820632;3.5175101098343653;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594301E;;;0592797V;;;09107;VALENCIENNOIS
0594906M;Ecole maternelle La Fontenelle;Ecole;Public;Rue des Lilas;;59551 ATTICHES;59551;59022;Attiches;059;09;32;1;0;;;;0320901424;;;ce.0594906M@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590022600022;;50.520606280610785, 3.065210557554565;SANS OBJET;Nord;Lille;Hauts-de-France;704631.8;7047037.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Séclin;50.520606280610785;3.065210557554565;Rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0594290T;;;0592802A;;;09103;LILLE EST
0594911T;Groupe scolaire Yvette et Jean Dubois;Ecole;Public;Rue Jean Jaurès;;59630 BOURBOURG;59630;59094;Bourbourg;059;09;32;1;1;;;;0328220378;;;ce.0594911T@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590094500050;;50.942542761227, 2.200079970553996;SANS OBJET;Nord;Lille;Hauts-de-France;643660.3;7094344.2;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Wormhout;50.942542761227;2.200079970553996;Rue;1979-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590090C;;;0594358S;;;09105;DUNKERQUE FLANDRE
0594920C;Ecole maternelle Robert Desnos;Ecole;Public;120 rue Gustave Delory;;59210 COUDEKERQUE BRANCHE;59210;59155;Coudekerque-Branche;059;09;32;1;0;;;;0328642432;;;ce.0594920C@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590155400026;;51.02333112375263, 2.3862504360261303;SANS OBJET;Nord;Lille;Hauts-de-France;656842.3;7103233.6;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque-Bergues;51.02333112375263;2.3862504360261303;Numéro de rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0594295Y;;;0595539A;;;09105;DUNKERQUE FLANDRE
0594937W;Ecole élémentaire Jean Minet;Ecole;Public;57 rue Adolphe Defrenne;;59160 LILLE;59160;59350;Lille;059;09;32;0;1;;;;0320921478;;;ce.0594937W@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP;;21590355000097;;50.64990437232809, 2.986120586808532;SANS OBJET;Nord;Lille;Hauts-de-France;699016.7;7061442.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Lomme;50.64990437232809;2.986120586808532;Numéro de rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590131X;;;0592786H;;;09101;LILLE CENTRE
0594947G;Ecole primaire Reine des prés;Ecole;Public;Place de l'Eglise;;59550 MAROILLES;59550;59384;Maroilles;059;09;32;1;1;;;;0327847195;;;ce.0594947G@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590384000027;;50.13408947546171, 3.7622804462439037;SANS OBJET;Nord;Lille;Hauts-de-France;754558.3;7004248.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes Aulnoye;50.13408947546171;3.7622804462439037;Numéro de rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0595178H;;;0596785E;;;09108;SAMBRE AVESNOIS
0594950K;Ecole primaire Armand De Joyeuse;Ecole;Public;Rue du 145ème RI;;59600 MAUBEUGE;59600;59392;Maubeuge;059;09;32;1;1;;;;0327646866;;;ce.0594950K@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590392300393;;50.27892559324433, 3.976117909448894;SANS OBJET;Nord;Lille;Hauts-de-France;769663.1;7020544.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Maubeuge;50.27892559324433;3.976117909448894;Rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590151U;;;0592788K;;;09108;SAMBRE AVESNOIS
0594954P;Ecole maternelle Le Petit Prince;Ecole;Public;17 boulevard Mendès France;;59370 MONS EN BAROEUL;59370;59410;Mons-en-Baroeul;059;09;32;1;0;;;;0328774502;;;ce.0594954P@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21590410300326;;50.64622799222274, 3.1132403043859345;SANS OBJET;Nord;Lille;Hauts-de-France;708023.2;7061038.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Villeneuve d'Ascq Nord;50.64622799222274;3.1132403043859345;Numéro de rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590155Y;;;0592782D;;;09103;LILLE EST
0594961X;Ecole élémentaire Jules Ferry;Ecole;Public;284 rue Jules Ferry;;59283 RAIMBEAUCOURT;59283;59489;Raimbeaucourt;059;09;32;0;1;;;;0327801109;;;ce.0594961X@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590489700034;;50.4374214383867, 3.0976502766244325;SANS OBJET;Nord;Lille;Hauts-de-France;706947.4;7037772.7;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Cuincy;50.4374214383867;3.0976502766244325;Numéro de rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593251N;;;0592770R;;;09106;DOUAISIS
0594964A;Ecole primaire Lacore - Ferry;Ecole;Public;71 rue du Général Leclerc;;59790 RONCHIN;59790;59507;Ronchin;059;09;32;1;1;;;;0320529180;;;ce.0594964A@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;21590507600083;;50.60734722888194, 3.0801004395988416;SANS OBJET;Nord;Lille;Hauts-de-France;705679.6;7056703.0;EPSG:2154;Circonscription d'inspection du 1er degré de Lille3-Ronchin;50.60734722888194;3.0801004395988416;Numéro de rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593237Y;;;0592787J;;;09103;LILLE EST
0594967D;Ecole élémentaire Joliot-Curie;Ecole;Public;117 rue Charles Basquin;;59174 LA SENTINELLE;59174;59564;La Sentinelle;059;09;32;0;1;;;;0327360633;;;ce.0594967D@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21590564700024;;50.34930933673459, 3.485589961457575;SANS OBJET;Nord;Lille;Hauts-de-France;734607.8;7028059.9;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Centre;50.34930933673459;3.485589961457575;Numéro de rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593680E;;;0592801Z;;;09107;VALENCIENNOIS
0594973K;Groupe scolaire Gisèle Halimi;Ecole;Public;1 rue Jean-Baptiste Corot;;59300 VALENCIENNES;59300;59606;Valenciennes;059;09;32;1;1;;;;0327224692;;;ce.0594973K@ac-lille.fr;1;0;1;;;;;;;;;;;;;REP+;;21590606600364;;50.354467976636634, 3.4879044471044653;SANS OBJET;Nord;Lille;Hauts-de-France;734769.2;7028635.5;EPSG:2154;Circonscription d'inspection du 1er degré de Valenciennes-Centre;50.354467976636634;3.4879044471044653;Numéro de rue;1976-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593680E;;;0592801Z;;;09107;VALENCIENNOIS
0594982V;Ecole primaire Beaumarchais - Regroupement Pédagogique Intercommunal Concentré (RPC) de VILLERS-SIRE-NICOLE;Ecole;Public;2 rue des Caches;;59600 VILLERS SIRE NICOLE;59600;59627;Villers-Sire-Nicole;059;09;32;1;1;;;;0327679721;;;ce.0594982V@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590627200020;;50.340363736462166, 4.011939950286931;SANS OBJET;Nord;Lille;Hauts-de-France;772131.8;7027419.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Avesnes-Maubeuge;50.340363736462166;4.011939950286931;Numéro de rue;1975-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590150T;;;0592788K;;;09108;SAMBRE AVESNOIS
0595011B;Ecole maternelle privée Sainte Geneviève;Ecole;Privé;229 rue de la Vallée;;59510 HEM;59510;59299;Hem;059;09;32;1;0;;;;0320830132;;;ce.0595011b@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;78380473500273;;50.65696901225637, 3.194409913872568;CONTRAT D'ASSOCIATION TOUTES CLASSES;Nord;Lille;Hauts-de-France;713771.2;7062246.4;EPSG:2154;Circonscription d'inspection du 1er degré de Roubaix-Hem;50.65696901225637;3.194409913872568;Numéro de rue;1976-11-25;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;30;0595630Z;;;0595879V;;;09104;ROUBAIX TOURCOING
0595022N;Ecole primaire André Malraux;Ecole;Public;14 rue Gambetta;;59157 FONTAINE AU PIRE;59157;59243;Fontaine-au-Pire;059;09;32;1;1;;;;0971216350;;;ce.0595022N@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590243800021;;50.13037165828674, 3.37527995931829;SANS OBJET;Nord;Lille;Hauts-de-France;726862.0;7003634.7;EPSG:2154;Circonscription d'inspection du 1er degré de Cambrai-Sud;50.13037165828674;3.37527995931829;Numéro de rue;1977-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0595277R;;;0593497F;;;09109;CAMBRESIS
0595031Y;Ecole élémentaire Jean Jacob;Ecole;Public;28 rue Ferrer;;59116 HOUPLINES;59116;59317;Houplines;059;09;32;0;1;;;;0320771258;;;ce.0595031Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590317000037;;50.6870854439788, 2.900959756696757;SANS OBJET;Nord;Lille;Hauts-de-France;692988.6;7065589.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lille2-Armentières;50.6870854439788;2.900959756696757;Numéro de rue;1977-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0594638W;;;0592784F;;;09102;LILLE OUEST
0595033A;Ecole primaire Jean Macé;Ecole;Public;68 place Roger Salengro;;59310 LANDAS;59310;59330;Landas;059;09;32;1;1;;;;0320615062;;;ce.0595033A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590330300026;;50.474701965096294, 3.2973598710147014;SANS OBJET;Nord;Lille;Hauts-de-France;721140.2;7041961.3;EPSG:2154;Circonscription d'inspection du 1er degré de Douai-Rieulay;50.474701965096294;3.2973598710147014;Numéro de rue;1977-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0590159C;;;0592771S;;;09106;DOUAISIS
0595045N;Ecole primaire;Ecole;Public;Rue du Général de Gaulle;;59123 ZUYDCOOTE;59123;59668;Zuydcoote;059;09;32;1;1;;;;0328265772;;;ce.0595045N@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590668600039;;51.06364204925236, 2.49125974527981;SANS OBJET;Nord;Lille;Hauts-de-France;664255.2;7107675.7;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque-Centre;51.06364204925236;2.49125974527981;Numéro de rue;1977-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0593666P;;;0592804C;;;09105;DUNKERQUE FLANDRE
0595079A;Ecole maternelle Jean de La Fontaine;Ecole;Public;2 place Charles de Gaulle;;59153 GRAND FORT PHILIPPE;59153;59272;Grand-Fort-Philippe;059;09;32;1;0;;;;0328231706;;;ce.0595079A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21590272700043;;50.99495923394467, 2.1113497768138276;SANS OBJET;Nord;Lille;Hauts-de-France;637476.9;7100254.4;EPSG:2154;Circonscription d'inspection du 1er degré de Dunkerque Gravelines;50.99495923394467;2.1113497768138276;Numéro de rue;1978-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0590090C;;;0592775W;;;09105;DUNKERQUE FLANDRE
